title,label,content
蔡英文2年首聯訪「最想記者問什麼？」 網友一致要求超驚人！,0,李奕緯／綜合報導總統蔡英文宣布明（27）日上午召開國安會議，下午則召開記者會，是2年多來首次接受媒體聯訪。國民黨新北市議員葉元之臉書問網友：「大家最想記者問她什麼問題呢？」引發網友熱烈回響，半小時累積破200多則留言。蔡英文（圖／翻攝蔡英文臉書）葉元之臉書26日發文：「睽違兩年多，蔡英文總統終於願意接受媒體提問了！大家最想記者問她什麼問題呢？」網友紛紛留言表示：「問她都躲在哪裡？」、「問她何時要下台？」、「拜登的狗跟人民哪一個重要？」、「讀稿機哪裡買？」。但最多網友一致希望問的是論文門疑雲：「廢話～當然是問她的論文啊！」、「他只會回給記者：Errrr.....xN次而已」、「論文啦，不問論文要問啥？不過可能記者會馬上就結束了」。
役男手機上繳裝MDM「私密相簿遭偷看45分鐘」軍方認受害「不只1人」：犯案士兵列汰除對象,0,記者羅志華／綜合報導1名義務役士兵爆料，向軍方上繳手機按要求將密碼改為「0000」，卻遭偷窺相簿達45分鐘，更爆出有多位役男受害，十軍團政戰主任胡瑞訓向《中天新聞網》表示，上周召開人事會議，將偷窺的志願役士兵記2大過，今日更進一步召開汰除人評會，待調查完畢就會汰除，也坦承受害的士兵「不只1位」。1名義務役士兵爆料上繳手機遭偷窺相簿，軍方表示，已對犯案志願役士兵召開汰除人評會，調查完畢後就會汰除。（示意圖／翻攝國防部發言人臉書）1名嘉義中坑營區服役的役男在《Dard》爆料，12月1日在中坑精北5營3連入伍後，軍方要求他們把手機改為0000上繳，聲稱是為了灌MDM（智慧型手機自動化管理系統，限制拍照、打卡等功能維護資安），不料事後竟發現手機相簿被打開45分鐘，他擔心其中較為私密的照片、影片已遭偷窺，趕緊請女友協助報警，也有同梯反映受害。對此，《中天新聞》記者致電十軍團詢問相關案件，十軍團政戰主任胡瑞訓表示，此案是義務役男的女友打1985投訴電話，部隊經通報收案後，經詢問，遭指控涉案的志願役士兵，一開始坦言有看過手機內容，但在後續調查會議中，卻向調查官及調查委員翻供，導致軍方辦案遭誤導，另軍方調查雙方說法過程中，發現意見落差大，因此花了不少時間調查。對於後續結果，軍方指出，已於上周召開人事調查會，會議決議記2大過處分，今日已進一步召開汰除人評會，並已移送憲兵隊處理，調查期間都會遵守相關規定。待全案調查完峻、完備所有法定程序後，就會進行汰除。對於義務役男指控，有多位同袍受害，軍方則低調表示，確有多位役男手機被看過，但人數不多，僅有個位數。
快訊/恩恩案監院通過糾正新北市府與衛福部 明早10點半說明,0,張嘉男／綜合報導針對新北市中和區2歲男童恩恩4月確診新冠肺炎不幸離世，監察院今（26日）通過糾正衛福部及新北市政府，並將於明天上午召開記者會說明。監察院通過恩恩案糾正新北市府及衛福部（攝自恩恩爸臉書）今年4月份時2歲的恩恩新冠確診，恩恩爸質疑送醫過程有所延遲，向新北市府、消防局、衛生局等3機關請求國賠1元，但新北市府審議後日前認定國賠不成立。不過鑒察院蘇麗瓊等3位監委啟動調查，結果出爐通過糾正衛福部及新北市政府。對此侯友宜表示，目前監察院的糾正文他還沒有看到，等糾正文來後待他們看到，會再跟各位做一個詳細的報告。 
蔡英文最新民調搶先曝光  吳子嘉看完竟脫口4字,0,記者 李俊毅／綜合報導《美麗島電子報》董事長吳子嘉24日公布12月國政民調，總統蔡英文信任度正向評價40.5%，較上期下降6.4%，負面評價上升6.3%、達53.9%，行政院長蘇昌的正向評價更只剩34.7%，對此，吳子嘉分析表示，這樣的狀況已經定論了，蔡英文已經「日暮途窮」，蘇貞昌一定要下台，引發關注。吳子嘉24日在網路節目《董事長開講》中搶先曝光《美麗島電子報》12月的國政民調，據民調顯示，蔡英文除了正向評價下降、負面評價上升外，施政滿意度38.9%、較上期下降7.6%，不滿意度則高達58.2%、較上期上升9.1%，蘇貞昌狀況更慘，正向評價僅34.7%、較上期下降4.8%，負面評價則高達59.8%、較上期上升8.3%。蔡英文（右）、蘇貞昌（左）。（圖／翻攝臉書） 吳子嘉指出，以政黨好感度來看，民進黨好感度的正面評價則是來到34.5％，比上期少了7.8個百分點，負面評價則是56.5％，比上期多了9.8個百分點；而國民黨好感度的正面評價則是39.7％，比上期多了1.8個百分點，負面評價則是46.3％，比上期少了0.5個百分點。對於民調結果，吳子嘉直呼，這樣的狀況已經定論了，蔡英文已經「日暮途窮」，蘇貞昌一定要下台。
蔡英文「隔745天」首開記者會！媒體人遺憾：恐這樣套招,0,李奕緯／綜合報導總統蔡英文明（27）日上午召開國安會議，討論「強化全民國防兵力結構調整方案」，預料可能拍板兵役延長為1年，總統府並稱蔡英文明日下午將召開記者會，2年多來首次接受媒體聯訪。對此，媒體人黃揚明臉書發文評論。蔡英文（圖／翻攝蔡英文臉書）黃揚明臉書26日發文：「明天將是總統蔡英文創下745天不接受媒體聯訪紀錄後，首次面對媒體提問。雖然願意面對媒體是好事，但是如果只是要媒體提前交出發問題目，再由府方篩選決定回答哪些題目，那就形同讀稿，只能說遺憾仍持續存在。莫忘賴清德副總統日前所言：若民進黨已讀不回，後面會有更大的危機。」總統府發言人張惇涵26日表示，蔡總統預計於27日上午10點於總統府召開國安高層會議，就「強化全民國防兵力結構調整方案」進行討論，中午12點則將邀請執政黨立法院黨團及立委，在台北賓館進行溝通討論，下午3點半於總統府召開記者會，向社會各界報告並接受媒體提問。這是睽違2年多以來，蔡英文再度接受媒體聯合訪問。
N倍券要來了？代理財長阮清華：跨部會討論中,0,陳定瑜／綜合報導（11:58發稿 16:55更新內文）財政部預估，今年超徵稅收可能達到4500億元；綠委何志偉計算，若發給人民，估計每人可領近2萬元。立委今（26）日在立院財政委員會要求財政部考慮「還稅於民」等方案，財政部代理部長阮清華回答，如果發現金，不如採用先前三倍券、五倍券方式，才能與經濟復甦結合在一起，目前仍在跨部會討論中。五倍券。（資料照／翻攝行政院官網）阮清華說，還稅於民一定要透過預算的程序，經立法院同意；如果可以像過去類似三倍券、五倍券那種方式，也是還稅於民的一種方式。記者在休息時間詢問阮清華，他說，最近景氣比較弱，N倍券要不要發，據了解目前還在思考，行政院可能會跨部會看看，所以這個都還早。
民進黨最有感檢討來了！5綠委齊喊：全民發現金1萬,0,記者羅志華／綜合報導民進黨九合一慘敗後，批評檢討不到位的聲浪不斷，近期「還稅於民」議題熱議，綠委何志偉25日主張，應將今年超徵稅收的4500億元還給人民，經計算後，每人可配得近2萬元，同黨立委陳亭妃26日響應，表示「無論什麼形式，就是要讓人民有感」，英系立委更全面出動，26日紛紛PO出圖文，支持普發1萬元。5名英系立委羅致政、莊瑞雄、蘇治芬、陳明文、蔡易餘，26日發圖文支持普發1萬元。（圖／翻攝臉書）何志偉25日發文主張還稅於民，甚至引用企業界大老的評論，提醒民進黨若對人民斤斤計較，恐會丟掉政權，而在他計算後，每人可配得近2萬元，希望政府能讓人民過年加個大紅包。陳亭妃26日發新聞稿響應何志偉，表態支持還稅於民，「無論什麼形式，就是要讓人民有感」，呼籲行政院盡快進行跨部會決策，並指出很多弱勢家庭在疫情衝擊下變得更弱勢，生活都快過不下去了，學生學貸還不出來，中小企業、餐飲旅宿營業陷入低谷，無論雇主還是勞工，生活都過得苦哈哈，若在預算達標的情況下，政府可提出「全民共享」方案，將資源用在刀口、刺激經濟復甦，就是要讓人民有感，建請行政院盡速進行跨部會決策。5名英系立委羅致政、莊瑞雄、蘇治芬、陳明文、蔡易餘，更在26日同步發圖文主張全民發現金1萬元，讓政府的經濟成績不再只是冷冰冰的數字，而是化作人民捏在手上的鈔票。
別再印N倍券！ 謝金河再喊話蔡英文：直接寄支票給民眾,0,張嘉男／綜合報導日前曾在臉書向蔡總統喊話：「對人民斤斤計較的政府，恐丟掉政權！」呼籲政府「還稅於民」的財信傳媒董事長謝金河，今（26日）受訪時更直接表示，不要再發三倍券、五倍券、N倍券，這些都還要花成本印製，建議蔡總統直接把支票寄給民眾。財信傳媒董事長謝金河（攝自臉書）謝金河日前曾在臉書發文，表示一名企業界重量級人士感慨的對他說，今年稅收超徵4500億元，不考慮還財於民，他說這樣的黨選舉大敗是必然的事。而謝金河也表示，有了龐大稅入，如果政府愛民如子，應該學川普，拜登，直接把支票寄到每個人手上。今謝金河受訪時重申，如果還要印三倍券或五倍券不僅花時間花成本，不如直接把支票寄給民眾，直接退稅給弱勢民眾，可讓人民更有感。他認為可以把一半超收的稅收退還給民眾，另一半拿來做社會救助。 
【影】台南市議長選舉「跑票」！ 李鎮國曝原因：被民進黨所欺騙,0,張嘉男／綜合報導台南市議長選舉國民黨有3位議員「跑票」，分別是李文俊、張世賢、李鎮國3個人把票投給民進黨的邱莉莉，其中李鎮國由於出身眷村，「跑票」的行為讓支持者大為不滿，不僅灌爆了李鎮國的臉書，甚至直接打電話到服務處開罵，對此李鎮國表示，他之所以「跑票」只是為了讓國民黨贏得副議長的選舉，怎料最後被民進黨所欺騙，他也向支持者表達歉意。南市議員李鎮國稱跑票是被民進黨騙了（攝自中天新聞）李鎮國今天服務處電話響個不停，李鎮國的臉色始終不太好看，似乎感受到支持者龐大的壓力，就連受訪時，電話聲也響個不停，李鎮國表示，其實從議長選舉的前5天，他幾乎每天都沒辦法吃飯、沒辦法睡覺，或許是我比較單純，我也對黨內、黨外的一些影響，甚至被民進黨所欺騙，我也感覺非常扼腕，我甚至因為所謂的道義，或所謂的信任，我選擇了跑票，這部分我願意跟大家致歉，我會繼續檢討我自己，未來的四年我會針對地方的建設繼續努力，至於4年後還有沒有機會連任，請大家關注我的表現。李鎮國表示，這場議長選舉我們看到很多政策的操作，還有詭譎的氣氛，當我置身其中，連我自己都無法分辨誰是敵人？誰是朋友？但是畢竟輸就是輸，我願意在這邊跟大家道歉，我會繼續努力，請大家不要對我放棄，而昨天晚間李鎮國也在臉書發文，以邱莉莉、郭信良兩位議長之爭，對我而言不就是一位是民進黨，另一位是想回民進黨而暫時為無黨，因此他主要的考量是如何幫助國民黨贏得副議長的席次，他表示支持李文俊也是因為我對他的信任，但是為何被騙的總是國民黨？連原本幾乎在我們手上的副議長位置都被騙走，距離勝利的路又更加遠了。我最初的想法就是讓李文俊為國民黨再度取得副議長職務，只需要與他人合作，兩位議長候選人我只能再次重申，一位綠營，另一位心在綠營，怎麼配都沒有差別。但令人遺憾的是，一個遲遲不肯做出承諾；一個未能履行承諾，最終導致副議長李文俊因信任而落選。台南市議長邱莉莉（攝自中天新聞）至於台南市議會議長邱莉莉表示，對於3名跑票的國民黨議員可能面臨國民黨黨紀處分，邱莉莉表示會邀請他們3位看是否願意加入民進黨黨團運作。 
【影】王世堅預告有「更大的禮」要送蔣萬安 認少了柯文哲不習慣：以前看到他都想罵幾句,0,記者羅志華／台北報導曾稱要當「蔣師」的議員王世堅，26日在議會送上故總統蔣中正照片給台北市長蔣萬安。會後受訪預告，接下來還有有份更重大的禮物，且後續「很多堂課」都已經想好了，並表示沒看到前台北市長柯文哲有些茫然，以前看到他都會想罵幾句。王世堅稱後續還有一份更大的禮物要送蔣萬安，並表示26日沒看到柯文哲有些茫然。（圖／中天新聞）王世堅送上蔣中正照片時，提醒蔣萬安作為民選首長「沒有犯錯空間」。事後受訪表示，送照片的舉動非常有意義，他必須替台灣社會發聲，這只算是「蔣師」的第一份禮物，後面還有一份更重大、更有意義的禮物會分次送，後面好多堂課的內容都已經想好了。柯文哲卸任時，將王世堅送的腳踏車帶走，卻對他想補送龍袍一事吐槽「不想理他」。王世堅表示，今天沒看到柯文哲有些不習慣、茫然，以前看到他總想罵個幾句，而少了他的柯文哲也有些胡言亂語。王世堅評價2位市長，認為柯文哲的赤裸裸暴露優越感，使人感到不快；但蔣萬安經歷立委、市長選戰，常跟基層在一起、懂得隱藏，所以給人的感覺也不一樣；但柯文哲8年來7點半不到就來開會，勤勞令人肯定，只是可能太自以為是，意見會偏頗、認真卻不得方法。
